date,1. open,2. high,3. low,4. close,5. volume
2020-11-30 18:07:00,214.25,214.25,214.15,214.16,1999.0
2020-11-30 18:01:00,214.3,214.3,214.3,214.3,800.0
2020-11-30 17:51:00,214.11,214.11,214.11,214.11,238.0
2020-11-30 17:49:00,214.24,214.25,214.24,214.25,591.0
2020-11-30 17:46:00,214.12,214.12,214.1,214.1,496.0
2020-11-30 17:45:00,214.24,214.24,214.24,214.24,652.0
2020-11-30 17:44:00,214.2,214.23,214.2,214.23,471.0
2020-11-30 17:42:00,214.1,214.1,214.1,214.1,283.0
2020-11-30 17:41:00,214.1,214.1,214.1,214.1,635.0
2020-11-30 17:40:00,214.1,214.1,214.1,214.1,667.0
2020-11-30 17:39:00,214.13,214.13,214.13,214.13,196.0
2020-11-30 17:34:00,214.13,214.13,214.13,214.13,264.0
2020-11-30 17:33:00,214.11,214.11,214.11,214.11,268.0
2020-11-30 17:32:00,214.1,214.1,214.1,214.1,548.0
2020-11-30 17:31:00,214.09,214.09,214.09,214.09,145.0
2020-11-30 17:27:00,214.13,214.13,214.1,214.1,1524.0
2020-11-30 17:24:00,214.12,214.12,214.11,214.11,1763.0
2020-11-30 17:23:00,214.14,214.14,214.14,214.14,523.0
2020-11-30 17:22:00,214.18,214.18,214.18,214.18,408.0
2020-11-30 17:21:00,214.17,214.18,214.17,214.18,667.0
2020-11-30 17:18:00,214.18,214.18,214.17,214.17,531.0
2020-11-30 17:17:00,214.27,214.27,214.27,214.27,423.0
2020-11-30 17:15:00,214.3,214.32,214.3,214.32,1038.0
2020-11-30 17:14:00,214.0432,214.0968,214.0432,214.0968,181667.0
2020-11-30 17:13:00,214.29,214.3,214.29,214.3,610.0
2020-11-30 17:09:00,214.18,214.18,214.18,214.18,242.0
2020-11-30 17:08:00,214.28,214.28,214.28,214.28,669.0
2020-11-30 17:07:00,214.28,214.3,214.28,214.3,345.0
2020-11-30 17:06:00,214.28,214.28,214.28,214.28,459.0
2020-11-30 17:03:00,214.24,214.24,214.24,214.24,647.0
2020-11-30 17:00:00,214.3,214.33,214.3,214.33,1765.0
2020-11-30 16:58:00,214.26,214.27,214.26,214.27,411.0
2020-11-30 16:57:00,214.28,214.28,214.28,214.28,507.0
2020-11-30 16:55:00,214.16,214.16,214.13,214.13,1188.0
2020-11-30 16:52:00,214.3,214.4,214.3,214.4,5267.0
2020-11-30 16:51:00,214.25,214.3,214.25,214.3,740.0
2020-11-30 16:47:00,214.24,214.32,214.24,214.32,1674.0
2020-11-30 16:45:00,214.11,214.25,214.11,214.14,1709.0
2020-11-30 16:44:00,214.26,214.27,214.23,214.27,1603.0
2020-11-30 16:43:00,214.1,214.13,214.1,214.13,1309.0
2020-11-30 16:42:00,214.23,214.23,214.23,214.23,254.0
2020-11-30 16:41:00,214.26,214.26,214.0,214.0,8864.0
2020-11-30 16:39:00,214.26,214.26,214.26,214.26,260.0
2020-11-30 16:38:00,214.3,214.34,214.3,214.34,53787.0
2020-11-30 16:37:00,214.32,214.32,214.28,214.3,1923.0
2020-11-30 16:35:00,214.3,214.3,214.28,214.28,1147.0
2020-11-30 16:34:00,214.29,214.3,214.29,214.3,2140.0
2020-11-30 16:33:00,214.29,214.29,214.29,214.29,708.0
2020-11-30 16:32:00,214.2902,214.3,214.2902,214.3,481.0
2020-11-30 16:31:00,214.34,214.34,214.3,214.3,1410.0
2020-11-30 16:30:00,214.31,214.32,214.31,214.32,1071.0
2020-11-30 16:29:00,214.31,214.32,214.31,214.31,2944.0
2020-11-30 16:28:00,214.37,214.37,214.31,214.31,304.0
2020-11-30 16:27:00,214.39,214.39,214.39,214.39,980.0
2020-11-30 16:26:00,214.25,214.4,214.25,214.37,4262.0
2020-11-30 16:25:00,214.2,214.25,214.2,214.25,667.0
2020-11-30 16:24:00,214.2,214.26,214.2,214.21,5907.0
2020-11-30 16:23:00,214.2,214.2,214.2,214.2,13889.0
2020-11-30 16:22:00,214.2202,214.31,214.2202,214.31,650.0
2020-11-30 16:21:00,214.07,214.07,214.07,214.07,6702.0
2020-11-30 16:20:00,214.3,214.3,214.3,214.3,650.0
2020-11-30 16:19:00,214.1,214.1,214.1,214.1,131.0
2020-11-30 16:18:00,214.3,214.3,214.121,214.121,1487.0
2020-11-30 16:17:00,214.35,214.35,214.3,214.3,17333.0
2020-11-30 16:16:00,214.45,214.45,214.45,214.45,427.0
2020-11-30 16:15:00,214.5,214.5,214.45,214.45,19555.0
2020-11-30 16:14:00,214.58,214.6,214.5,214.5,14417.0
2020-11-30 16:13:00,214.54,214.6,214.07,214.6,687664.0
2020-11-30 16:12:00,214.0914,214.59,214.0914,214.59,186104.0
2020-11-30 16:11:00,214.6,214.6,214.53,214.5302,4779.0
2020-11-30 16:10:00,214.51,214.51,214.51,214.51,20679.0
2020-11-30 16:09:00,214.73,214.7302,214.73,214.73,6033.0
2020-11-30 16:08:00,214.61,214.61,214.43,214.6,6707.0
2020-11-30 16:07:00,214.53,214.77,214.53,214.61,22452.0
2020-11-30 16:06:00,214.1802,214.6,214.1802,214.6,11468.0
2020-11-30 16:05:00,214.22,214.22,214.13,214.15,2473.0
2020-11-30 16:04:00,214.07,214.22,214.07,214.22,1255979.0
2020-11-30 16:03:00,214.08,214.3,214.07,214.07,299774.0
2020-11-30 16:02:00,214.07,214.3,213.94,214.07,30141.0
2020-11-30 16:01:00,214.25,214.35,214.07,214.07,455578.0
2020-11-30 16:00:00,213.25,214.5,213.25,214.24,1129482.0
2020-11-30 15:59:00,213.35,213.43,213.1,213.265,211688.0
2020-11-30 15:58:00,213.34,213.42,213.25,213.36,174414.0
2020-11-30 15:57:00,213.65,213.65,213.28,213.34,168617.0
2020-11-30 15:56:00,213.75,213.77,213.42,213.64,203396.0
2020-11-30 15:55:00,213.44,213.78,213.4,213.74,164443.0
2020-11-30 15:54:00,213.62,213.62,213.33,213.44,99832.0
2020-11-30 15:53:00,213.28,213.68,213.22,213.6483,157204.0
2020-11-30 15:52:00,213.02,213.3,212.97,213.28,111043.0
2020-11-30 15:51:00,212.7663,213.22,212.75,213.015,156960.0
2020-11-30 15:50:00,212.92,212.93,212.7,212.76,102043.0
2020-11-30 15:49:00,213.1,213.13,212.89,212.95,71681.0
2020-11-30 15:48:00,213.1,213.24,213.01,213.1,82072.0
2020-11-30 15:47:00,213.08,213.13,213.01,213.1,80292.0
2020-11-30 15:46:00,213.06,213.2,213.03,213.08,65646.0
2020-11-30 15:45:00,212.89,213.09,212.84,213.0568,54545.0
2020-11-30 15:44:00,213.1,213.1,212.89,212.89,38363.0
2020-11-30 15:43:00,213.09,213.15,213.05,213.09,25764.0
2020-11-30 15:42:00,213.09,213.19,213.05,213.11,44777.0
2020-11-30 15:41:00,213.09,213.1,213.01,213.08,31306.0
2020-11-30 15:40:00,212.98,213.14,212.95,213.1012,91475.0
2020-11-30 15:39:00,212.98,213.03,212.9316,212.98,54074.0
2020-11-30 15:38:00,212.895,212.98,212.86,212.97,40591.0
2020-11-30 15:37:00,212.84,212.9,212.77,212.9,40256.0
2020-11-30 15:36:00,212.795,212.903,212.795,212.8443,38451.0
2020-11-30 15:35:00,212.77,212.84,212.77,212.8,22733.0
2020-11-30 15:34:00,212.74,212.8,212.74,212.77,22173.0
2020-11-30 15:33:00,212.789,212.8284,212.66,212.77,29532.0
2020-11-30 15:32:00,212.7201,212.86,212.72,212.79,30727.0
2020-11-30 15:31:00,212.5,212.74,212.49,212.7368,40023.0
2020-11-30 15:30:00,212.57,212.61,212.43,212.5096,74464.0
2020-11-30 15:29:00,212.75,212.75,212.57,212.59,36065.0
2020-11-30 15:28:00,212.695,212.77,212.68,212.77,35862.0
2020-11-30 15:27:00,212.7,212.71,212.66,212.69,21796.0
2020-11-30 15:26:00,212.8342,212.87,212.65,212.7,46547.0
2020-11-30 15:25:00,212.725,212.85,212.68,212.84,37448.0
2020-11-30 15:24:00,212.8,212.8,212.65,212.73,53639.0
2020-11-30 15:23:00,212.8544,212.87,212.72,212.81,37432.0
2020-11-30 15:22:00,212.77,212.87,212.77,212.865,27542.0
2020-11-30 15:21:00,212.82,212.85,212.76,212.7779,31509.0
2020-11-30 15:20:00,212.81,212.91,212.7362,212.85,38567.0
2020-11-30 15:19:00,212.685,212.83,212.55,212.82,53838.0
2020-11-30 15:18:00,212.73,212.87,212.68,212.69,47205.0
2020-11-30 15:17:00,212.67,212.745,212.67,212.74,35828.0
2020-11-30 15:16:00,212.59,212.71,212.53,212.67,61349.0
2020-11-30 15:15:00,212.61,212.6312,212.53,212.59,72552.0
2020-11-30 15:14:00,212.72,212.73,212.58,212.61,50209.0
2020-11-30 15:13:00,212.75,212.81,212.715,212.72,35630.0
2020-11-30 15:12:00,212.85,212.85,212.71,212.77,83107.0
2020-11-30 15:11:00,212.95,213.0,212.85,212.86,42283.0
2020-11-30 15:10:00,213.005,213.01,212.8549,212.95,46694.0
2020-11-30 15:09:00,213.17,213.17,212.97,213.0148,37521.0
2020-11-30 15:08:00,213.02,213.21,213.02,213.2,37993.0
2020-11-30 15:07:00,213.0,213.05,212.96,213.02,44339.0
2020-11-30 15:06:00,213.0805,213.14,212.9401,212.99,36756.0
2020-11-30 15:05:00,213.15,213.2228,213.06,213.09,51911.0
2020-11-30 15:04:00,213.25,213.2599,213.11,213.15,50857.0
2020-11-30 15:03:00,213.37,213.4,213.21,213.26,57708.0
2020-11-30 15:02:00,213.3744,213.44,213.26,213.35,128823.0
2020-11-30 15:01:00,213.24,213.38,213.145,213.38,66725.0
2020-11-30 15:00:00,213.18,213.27,213.13,213.22,42344.0
2020-11-30 14:59:00,213.18,213.26,213.102,213.2041,42605.0
2020-11-30 14:58:00,212.95,213.21,212.95,213.16,101204.0
2020-11-30 14:57:00,212.94,212.99,212.89,212.9401,30493.0
2020-11-30 14:56:00,212.815,213.0512,212.789,212.9401,88891.0
2020-11-30 14:55:00,212.91,212.91,212.75,212.8299,104643.0
2020-11-30 14:54:00,212.95,212.95,212.89,212.9,22910.0
2020-11-30 14:53:00,212.99,213.0,212.91,212.95,53197.0
2020-11-30 14:52:00,212.91,213.0,212.91,212.99,47824.0
2020-11-30 14:51:00,212.84,212.91,212.83,212.91,31525.0
2020-11-30 14:50:00,212.84,212.91,212.83,212.84,41557.0
2020-11-30 14:49:00,212.86,212.87,212.765,212.8227,19355.0
2020-11-30 14:48:00,212.81,212.95,212.76,212.83,70983.0
2020-11-30 14:47:00,212.77,212.83,212.76,212.81,34451.0
2020-11-30 14:46:00,212.865,212.875,212.7,212.774,59112.0
2020-11-30 14:45:00,212.85,212.88,212.775,212.865,28047.0
2020-11-30 14:44:00,212.885,212.89,212.83,212.84,37504.0
2020-11-30 14:43:00,212.8979,212.91,212.829,212.9,63448.0
2020-11-30 14:42:00,212.83,212.9,212.83,212.89,29870.0
2020-11-30 14:41:00,212.77,212.87,212.7398,212.83,54191.0
2020-11-30 14:40:00,212.785,212.8,212.74,212.775,48737.0
2020-11-30 14:39:00,212.81,212.87,212.76,212.78,47915.0
2020-11-30 14:38:00,212.75,212.85,212.73,212.8,56096.0
2020-11-30 14:37:00,212.815,212.8397,212.74,212.75,20032.0
2020-11-30 14:36:00,212.81,212.86,212.77,212.795,53702.0
2020-11-30 14:35:00,212.8,212.83,212.79,212.81,26381.0
2020-11-30 14:34:00,212.731,212.85,212.73,212.7902,65849.0
2020-11-30 14:33:00,212.67,212.75,212.6502,212.74,35478.0
2020-11-30 14:32:00,212.635,212.72,212.63,212.67,31094.0
2020-11-30 14:31:00,212.64,212.675,212.615,212.635,37869.0
2020-11-30 14:30:00,212.64,212.65,212.59,212.64,25541.0
2020-11-30 14:29:00,212.6401,212.67,212.62,212.64,34388.0
2020-11-30 14:28:00,212.6,212.66,212.57,212.65,48833.0
2020-11-30 14:27:00,212.55,212.665,212.54,212.58,60253.0
2020-11-30 14:26:00,212.45,212.56,212.44,212.53,34025.0
2020-11-30 14:25:00,212.505,212.52,212.4221,212.45,39722.0
2020-11-30 14:24:00,212.4841,212.59,212.46,212.51,40191.0
2020-11-30 14:23:00,212.3663,212.515,212.365,212.48,26617.0
2020-11-30 14:22:00,212.35,212.44,212.35,212.38,11126.0
2020-11-30 14:21:00,212.35,212.41,212.34,212.35,23099.0
2020-11-30 14:20:00,212.355,212.39,212.33,212.34,14620.0
2020-11-30 14:19:00,212.41,212.48,212.34,212.35,30936.0
2020-11-30 14:18:00,212.32,212.4,212.27,212.3901,19950.0
2020-11-30 14:17:00,212.43,212.4799,212.28,212.335,30300.0
2020-11-30 14:16:00,212.37,212.46,212.35,212.4388,34805.0
2020-11-30 14:15:00,212.28,212.4,212.28,212.37,28591.0
2020-11-30 14:14:00,212.24,212.31,212.22,212.27,29246.0
2020-11-30 14:13:00,212.22,212.29,212.202,212.24,30431.0
2020-11-30 14:12:00,212.09,212.31,212.06,212.22,48818.0
2020-11-30 14:11:00,212.1575,212.16,212.07,212.1,37255.0
2020-11-30 14:10:00,212.1756,212.23,212.14,212.16,21017.0
2020-11-30 14:09:00,212.13,212.21,212.11,212.16,64337.0
2020-11-30 14:08:00,212.11,212.17,212.11,212.11,34042.0
2020-11-30 14:07:00,212.1,212.13,212.05,212.105,23746.0
2020-11-30 14:06:00,212.1301,212.195,212.08,212.1,87481.0
2020-11-30 14:05:00,212.09,212.16,212.07,212.16,69871.0
2020-11-30 14:04:00,212.14,212.15,212.09,212.099,68919.0
2020-11-30 14:03:00,212.21,212.23,212.13,212.14,58607.0
2020-11-30 14:02:00,212.2,212.34,212.195,212.21,72266.0
2020-11-30 14:01:00,212.25,212.275,212.12,212.195,74086.0
2020-11-30 14:00:00,212.25,212.295,212.22,212.25,32243.0
2020-11-30 13:59:00,212.28,212.29,212.22,212.24,37621.0
2020-11-30 13:58:00,212.315,212.38,212.29,212.2943,20058.0
2020-11-30 13:57:00,212.2398,212.33,212.23,212.31,51998.0
2020-11-30 13:56:00,212.3,212.32,212.21,212.27,34158.0
2020-11-30 13:55:00,212.45,212.475,212.3342,212.3342,19952.0
2020-11-30 13:54:00,212.4,212.46,212.38,212.44,23340.0
2020-11-30 13:53:00,212.38,212.43,212.33,212.4001,26732.0
2020-11-30 13:52:00,212.39,212.39,212.3,212.37,35208.0
2020-11-30 13:51:00,212.42,212.45,212.38,212.395,36126.0
2020-11-30 13:50:00,212.405,212.45,212.395,212.42,18910.0
2020-11-30 13:49:00,212.4307,212.46,212.36,212.4099,35466.0
2020-11-30 13:48:00,212.51,212.52,212.4201,212.44,30677.0
2020-11-30 13:47:00,212.3299,212.64,212.28,212.52,53570.0
2020-11-30 13:46:00,212.28,212.3899,212.22,212.33,61903.0
2020-11-30 13:45:00,212.33,212.34,212.24,212.275,32260.0
2020-11-30 13:44:00,212.3,212.3456,212.28,212.33,24482.0
2020-11-30 13:43:00,212.3412,212.3898,212.3,212.3,40664.0
2020-11-30 13:42:00,212.4599,212.5,212.31,212.34,29247.0
2020-11-30 13:41:00,212.315,212.51,212.315,212.45,32041.0
2020-11-30 13:40:00,212.295,212.36,212.26,212.315,37450.0
2020-11-30 13:39:00,212.28,212.3,212.25,212.29,24851.0
2020-11-30 13:38:00,212.3,212.3072,212.245,212.2808,24987.0
2020-11-30 13:37:00,212.35,212.35,212.26,212.31,26738.0
2020-11-30 13:36:00,212.4099,212.44,212.34,212.3475,33324.0
2020-11-30 13:35:00,212.43,212.44,212.4019,212.41,19432.0
2020-11-30 13:34:00,212.43,212.48,212.4,212.43,28133.0
2020-11-30 13:33:00,212.48,212.49,212.42,212.43,15929.0
2020-11-30 13:32:00,212.45,212.57,212.4401,212.47,19562.0
2020-11-30 13:31:00,212.53,212.59,212.42,212.46,24690.0
2020-11-30 13:30:00,212.585,212.6006,212.51,212.53,23360.0
2020-11-30 13:29:00,212.67,212.67,212.55,212.59,25562.0
2020-11-30 13:28:00,212.6351,212.69,212.565,212.66,18816.0
2020-11-30 13:27:00,212.66,212.67,212.6,212.65,19758.0
2020-11-30 13:26:00,212.79,212.8,212.61,212.675,34298.0
2020-11-30 13:25:00,212.7601,212.8,212.74,212.8,25808.0
2020-11-30 13:24:00,212.84,212.85,212.75,212.77,20080.0
2020-11-30 13:23:00,212.86,212.89,212.78,212.85,38555.0
2020-11-30 13:22:00,212.61,212.88,212.61,212.865,44466.0
2020-11-30 13:21:00,212.34,212.62,212.34,212.61,40312.0
2020-11-30 13:20:00,212.3701,212.43,212.32,212.36,25708.0
2020-11-30 13:19:00,212.43,212.45,212.37,212.385,23883.0
2020-11-30 13:18:00,212.36,212.45,212.343,212.44,33226.0
2020-11-30 13:17:00,212.3101,212.4,212.3101,212.3435,24146.0
2020-11-30 13:16:00,212.31,212.34,212.235,212.33,43737.0
2020-11-30 13:15:00,212.4356,212.4356,212.29,212.315,29955.0
2020-11-30 13:14:00,212.395,212.44,212.36,212.43,23793.0
2020-11-30 13:13:00,212.42,212.4431,212.36,212.4,28055.0
2020-11-30 13:12:00,212.59,212.59,212.43,212.43,17085.0
2020-11-30 13:11:00,212.6899,212.6899,212.5,212.6,32573.0
2020-11-30 13:10:00,212.55,212.6783,212.55,212.6783,23637.0
2020-11-30 13:09:00,212.5777,212.585,212.52,212.5488,77132.0
2020-11-30 13:08:00,212.47,212.65,212.47,212.589,41304.0
2020-11-30 13:07:00,212.4,212.49,212.36,212.47,24598.0
2020-11-30 13:06:00,212.35,212.42,212.32,212.41,24163.0
2020-11-30 13:05:00,212.49,212.49,212.345,212.37,22944.0
2020-11-30 13:04:00,212.5488,212.5521,212.4836,212.4836,12490.0
2020-11-30 13:03:00,212.46,212.56,212.46,212.56,19413.0
2020-11-30 13:02:00,212.41,212.5,212.4,212.46,15311.0
2020-11-30 13:01:00,212.4,212.46,212.38,212.4,14212.0
2020-11-30 13:00:00,212.51,212.53,212.3995,212.405,29943.0
2020-11-30 12:59:00,212.53,212.58,212.51,212.51,34477.0
2020-11-30 12:58:00,212.47,212.53,212.43,212.53,52736.0
2020-11-30 12:57:00,212.43,212.48,212.41,212.47,16181.0
2020-11-30 12:56:00,212.415,212.44,212.3298,212.43,19414.0
2020-11-30 12:55:00,212.46,212.48,212.385,212.42,15301.0
2020-11-30 12:54:00,212.4063,212.48,212.3521,212.46,24041.0
2020-11-30 12:53:00,212.375,212.455,212.36,212.4,29194.0
2020-11-30 12:52:00,212.32,212.4,212.31,212.3717,15975.0
2020-11-30 12:51:00,212.3,212.4,212.28,212.33,25159.0
2020-11-30 12:50:00,212.3,212.31,212.235,212.28,44117.0
2020-11-30 12:49:00,212.2,212.31,212.195,212.29,18230.0
2020-11-30 12:48:00,212.25,212.2876,212.17,212.21,24169.0
2020-11-30 12:47:00,212.19,212.33,212.15,212.235,23814.0
2020-11-30 12:46:00,212.13,212.21,212.12,212.18,30197.0
2020-11-30 12:45:00,212.2,212.23,212.14,212.14,23693.0
2020-11-30 12:44:00,212.178,212.3,212.166,212.21,68744.0
2020-11-30 12:43:00,212.1899,212.22,212.1144,212.17,37078.0
2020-11-30 12:42:00,212.3,212.31,212.18,212.18,44745.0
2020-11-30 12:41:00,212.32,212.4,212.32,212.34,28705.0
2020-11-30 12:40:00,212.33,212.35,212.2496,212.3,29638.0
2020-11-30 12:39:00,212.35,212.42,212.33,212.33,20833.0
2020-11-30 12:38:00,212.31,212.395,212.26,212.35,27932.0
2020-11-30 12:37:00,212.37,212.41,212.311,212.315,35392.0
2020-11-30 12:36:00,212.36,212.4179,212.2701,212.36,37031.0
2020-11-30 12:35:00,212.35,212.399,212.32,212.36,15110.0
2020-11-30 12:34:00,212.3442,212.41,212.31,212.36,24750.0
2020-11-30 12:33:00,212.3332,212.38,212.29,212.3537,17116.0
2020-11-30 12:32:00,212.29,212.35,212.29,212.345,16638.0
2020-11-30 12:31:00,212.37,212.4,212.2721,212.3005,43195.0
2020-11-30 12:30:00,212.35,212.41,212.33,212.36,37416.0
2020-11-30 12:29:00,212.31,212.4,212.3001,212.34,28050.0
2020-11-30 12:28:00,212.36,212.37,212.28,212.304,22171.0
2020-11-30 12:27:00,212.39,212.45,212.3178,212.3787,46273.0
2020-11-30 12:26:00,212.21,212.4,212.21,212.37,91162.0
2020-11-30 12:25:00,212.0934,212.25,212.06,212.205,30547.0
2020-11-30 12:24:00,212.07,212.1,212.05,212.09,20501.0
2020-11-30 12:23:00,211.98,212.1,211.98,212.07,28315.0
2020-11-30 12:22:00,211.87,211.98,211.85,211.978,54383.0
2020-11-30 12:21:00,212.14,212.16,211.83,211.89,74382.0
2020-11-30 12:20:00,212.1599,212.17,212.12,212.1358,29858.0
2020-11-30 12:19:00,212.19,212.21,212.12,212.16,46955.0
2020-11-30 12:18:00,212.18,212.29,212.16,212.185,60048.0
2020-11-30 12:17:00,212.2279,212.23,212.14,212.18,41509.0
2020-11-30 12:16:00,212.07,212.28,212.07,212.23,123513.0
2020-11-30 12:15:00,212.025,212.1534,212.01,212.06,70087.0
2020-11-30 12:14:00,211.745,212.1,211.74,212.02,155687.0
2020-11-30 12:13:00,211.565,211.75,211.48,211.75,46714.0
2020-11-30 12:12:00,211.5179,211.622,211.47,211.57,34326.0
2020-11-30 12:11:00,211.5,211.53,211.42,211.5101,27519.0
2020-11-30 12:10:00,211.4763,211.53,211.4642,211.495,21792.0
2020-11-30 12:09:00,211.465,211.4895,211.41,211.47,44937.0
2020-11-30 12:08:00,211.43,211.54,211.39,211.47,62623.0
2020-11-30 12:07:00,211.6,211.6099,211.36,211.435,89498.0
2020-11-30 12:06:00,211.53,211.68,211.53,211.6,28471.0
2020-11-30 12:05:00,211.53,211.59,211.52,211.54,25940.0
2020-11-30 12:04:00,211.53,211.65,211.53,211.54,36819.0
2020-11-30 12:03:00,211.54,211.57,211.51,211.51,35464.0
2020-11-30 12:02:00,211.6399,211.7,211.55,211.55,46694.0
2020-11-30 12:01:00,211.575,211.6645,211.52,211.63,68914.0
2020-11-30 12:00:00,211.725,211.73,211.54,211.58,47761.0
2020-11-30 11:59:00,211.8768,211.8768,211.71,211.72,46120.0
2020-11-30 11:58:00,211.91,211.94,211.85,211.88,44777.0
2020-11-30 11:57:00,211.95,211.99,211.8682,211.89,79020.0
2020-11-30 11:56:00,211.88,212.03,211.88,211.94,43285.0
2020-11-30 11:55:00,211.89,211.94,211.85,211.9,34490.0
2020-11-30 11:54:00,211.83,211.95,211.82,211.8812,47839.0
2020-11-30 11:53:00,211.7401,211.87,211.7,211.8382,35771.0
2020-11-30 11:52:00,211.8521,211.8521,211.7188,211.74,70535.0
2020-11-30 11:51:00,211.9201,211.97,211.8412,211.85,49226.0
2020-11-30 11:50:00,211.61,211.93,211.575,211.91,102659.0
2020-11-30 11:49:00,211.57,211.64,211.5688,211.61,30627.0
2020-11-30 11:48:00,211.36,211.6379,211.36,211.55,82742.0
2020-11-30 11:47:00,211.52,211.52,211.3,211.35,48487.0
2020-11-30 11:46:00,211.54,211.56,211.4701,211.52,63436.0
2020-11-30 11:45:00,211.52,211.65,211.5,211.55,60878.0
2020-11-30 11:44:00,211.665,211.72,211.5,211.51,100082.0
2020-11-30 11:43:00,211.69,211.73,211.6445,211.66,48240.0
2020-11-30 11:42:00,211.48,211.7199,211.48,211.68,68610.0
2020-11-30 11:41:00,211.39,211.4799,211.37,211.47,38846.0
2020-11-30 11:40:00,211.22,211.42,211.2174,211.3871,54912.0
2020-11-30 11:39:00,211.095,211.26,211.06,211.235,37739.0
2020-11-30 11:38:00,210.95,211.1899,210.95,211.08,71493.0
2020-11-30 11:37:00,210.885,210.9499,210.835,210.9462,85066.0
2020-11-30 11:36:00,211.105,211.14,210.85,210.86,179949.0
2020-11-30 11:35:00,211.2,211.2,211.01,211.1001,90269.0
2020-11-30 11:34:00,211.27,211.29,211.14,211.2,66593.0
2020-11-30 11:33:00,211.4,211.433,211.29,211.29,39149.0
2020-11-30 11:32:00,211.35,211.38,211.28,211.375,67798.0
2020-11-30 11:31:00,211.36,211.3883,211.23,211.35,42527.0
2020-11-30 11:30:00,211.45,211.465,211.3631,211.38,48376.0
2020-11-30 11:29:00,211.48,211.53,211.38,211.43,54403.0
2020-11-30 11:28:00,211.53,211.54,211.4201,211.475,52879.0
2020-11-30 11:27:00,211.7321,211.7321,211.53,211.53,40826.0
2020-11-30 11:26:00,211.72,211.88,211.72,211.7354,33314.0
2020-11-30 11:25:00,211.8501,211.87,211.72,211.7272,38056.0
2020-11-30 11:24:00,211.71,211.95,211.7,211.86,64296.0
2020-11-30 11:23:00,211.735,211.79,211.689,211.7,43962.0
2020-11-30 11:22:00,211.68,211.819,211.67,211.7,37888.0
2020-11-30 11:21:00,211.59,211.82,211.59,211.67,49147.0
2020-11-30 11:20:00,211.5999,213.0,211.53,211.57,870146.0
2020-11-30 11:19:00,211.64,211.67,211.59,211.59,37973.0
2020-11-30 11:18:00,211.665,211.69,211.6,211.66,29370.0
2020-11-30 11:17:00,211.71,211.71,211.57,211.67,54205.0
2020-11-30 11:16:00,211.525,211.75,211.4401,211.705,79977.0
